Timestamp,Datetime,HopHostnames
1749885270,2025-06-14 04:14:30,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr1-crs1-eltsul.bkb.rnp.br;csp2-cpr1-tlb.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749886028,2025-06-14 04:27:08,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749886502,2025-06-14 04:35:02,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749887421,2025-06-14 04:50:21,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749887607,2025-06-14 04:53:27,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749888519,2025-06-14 05:08:39,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749888732,2025-06-14 05:12:12,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749889579,2025-06-14 05:26:19,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749889978,2025-06-14 05:32:58,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
1749890717,2025-06-14 05:45:17,gw-core1.colo.tche.br;crs1-brs1.bkb.rnp.br;cpr2-crs1-brdigital.bkb.rnp.br;csp2-cpr2-100g-brdigital.bkb.rnp.br;cmg2-csp2-infobarra.bkb.rnp.br;lanmg2-cmg2.bkb.rnp.br;ptp-couve-almeirao.pop-mg.rnp.br;ptp-brigadeiro-couve.pop-mg.rnp.br;monipe-mg-atraso.rnp.br
